name,rarity,attunementRequired,cursed,sentient,weight,baseItem,itemType,conditionImmunities,damageImmunities,damageResistances,firearm,range,weapon,weaponBonus,weaponCategory,weaponProperty,damage1,damage1Type,damage2,grantsProficiency,armor,armorClassBonus,armorClassFixed,requiredStrength,stealth,poison,tattoo,savingThrowBonus,spellAttackBonus,spellSaveDCBonus,charges,recharge,attachedSpells
Lantern of Tracking,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Lapis Lazuli,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Large gold bracelet,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Large gold bracelet (Legion of Dusk),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Large jade totem (River Heralds),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Large well-made tapestry,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Large well-made tapestry (Legion of Dusk),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Lash of Shadows,artifact,1,0,1,3.0,whip|PHB,M,,,,0,,1,1,martial,"F,R",1D4,S,1D4,0,0,0,,0,0,0,0,0,0,0,0,,
Leather Golem Armor,rare,1,1,0,10.0,leather armor|phb,LA,,,lightning,0,,0,0,,,0,,0,0,0,1,11,0,0,0,0,1,0,0,0,,
Leatherworker's Tools,none,0,0,0,5.0,,AT,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Libram of Souls and Flesh,rare,1,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,"animate dead,circle of death,false life,finger of death,speak with dead,summon undead|tce,vampiric touch"
Lifewell Tattoo,very rare,1,0,0,0.0,,,,,necrotic,0,,0,0,,,0,,0,0,0,0,,0,0,0,1,0,0,0,0,,
Lifewell Tattoo,rare,1,0,0,0.0,,,,,necrotic,0,,0,0,,,0,,0,0,0,0,,0,0,0,1,0,0,0,0,,
Lightbringer,uncommon,0,0,0,4.0,mace|phb,M,,,,0,,0,1,simple,,1D6,B,1D6,0,0,0,,0,0,0,0,0,0,0,0,,
Lightning Absorbing Tattoo,very rare,1,0,0,0.0,,,,,lightning,0,,0,0,,,0,,0,0,0,0,,0,0,0,1,0,0,0,0,,
Linen (1 sq. yd.),none,0,0,0,0.0,,TG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Living Gloves,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,,
Living Loot Satchel,varies,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,Leomund's secret chest
Loadstone,rare,0,1,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Loaf of Bread,none,0,0,0,0.0,,FD,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Lock,none,0,0,0,1.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Lock of Trickery,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Longhorn,none,0,0,0,0.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Longship,none,0,0,0,0.0,,SHP,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Lord's Ensemble,very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Lost Crown of Besilmer,legendary,1,0,0,0.0,,,,,psychic,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,
Lost Sword,unknown (magic),1,0,1,2.0,shortsword|phb,M,,,,0,,0,1,martial,"F,L",1D6,P,1D6,0,0,0,,0,0,0,0,0,0,0,0,,crusader's mantle
Luba's Tarokka of Souls,artifact,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"comprehend languages,detect evil and good,detect magic,detect poison and disease,locate object,scrying"
Lute,none,0,0,0,2.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Lute crafted of exotic wood with mother-of-pearl inlay and zircon gems (Brazen Coalition),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Luxon Beacon,legendary,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Lyre,none,0,0,0,2.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Lyre of Building,rare,1,0,0,2.0,,INS,,,,0,,0,0,,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,,"fabricate,mending,move earth,passwall,summon construct|tce"
Mace of Disruption,rare,1,0,0,4.0,mace|phb,M,,,,0,,0,0,simple,,1D6,B,1D6,0,0,0,,0,0,0,0,0,0,0,0,,
Mace of Smiting,rare,0,0,0,4.0,mace|phb,M,,,,0,,0,1,simple,,1D6,B,1D6,0,0,0,,0,0,0,0,0,0,0,0,,
Mace of Terror,rare,1,0,0,4.0,mace|phb,M,,,,0,,0,0,simple,,1D6,B,1D6,0,0,0,,0,0,0,0,0,0,0,3,dawn,
Mace of the Black Crown,artifact,1,0,1,4.0,mace|PHB,M,,,"fire,poison",0,,1,1,simple,,1D6,B,1D6,0,0,0,,0,0,0,0,0,0,0,0,,
Macuahuitl,unknown (magic),0,0,0,3.0,longsword|phb,M,,,,0,,1,1,martial,V,1D8,S,1D8,0,0,0,,0,0,0,0,0,0,0,0,,
Maddgoth's Helm,very rare,1,0,0,0.0,,OTH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Magnifying Glass,none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Malachite,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Malice,none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,1,0,0,0,0,0,,
Manacles,none,0,0,0,6.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Mantle of Spell Resistance,rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Manual of Bodily Health,very rare,0,0,0,5.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Manual of Clay Golems,very rare,0,0,0,5.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Manual of Flesh Golems,very rare,0,0,0,5.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Manual of Gainful Exercise,very rare,0,0,0,5.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Manual of Iron Golems,very rare,0,0,0,5.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Manual of Quickness of Action,very rare,0,0,0,5.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Manual of Stone Golems,very rare,0,0,0,5.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Map or Scroll Case,none,0,0,0,1.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Marble font with gold inlay (Legion of Dusk),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Mask of the Beast,uncommon,0,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,animal friendship
Mask of the Dragon Queen,artifact,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Mason's Tools,none,0,0,0,8.0,,AT,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Masquerade Tattoo,common,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,1,0,0,0,0,,disguise self
Masquerade Tattoo,common,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,1,0,0,0,0,,disguise self
Master's Amulet,unknown (magic),0,0,0,0.0,,OTH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Masterpiece painting in mahogany frame with gold inlay (Legion of Dusk),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Mastiff,none,0,0,0,0.0,,MNT,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
"Mastix, Whip of Erebos",artifact,1,0,0,3.0,whip|PHB,M,,,,0,,1,3,martial,"F,R",1D4,S,1D4,0,0,0,,0,0,0,0,0,0,0,0,,
Matalotok,legendary,1,0,0,2.0,warhammer|phb,M,,cold,,0,20/60,0,0,martial,V,1D8,B,1D8,0,0,0,,0,0,0,0,0,0,0,0,,
Matchless Pipe,unknown,0,0,0,0.0,,OTH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Medallion of Thoughts,uncommon,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,detect thoughts
Menga leaves (1 ounce),unknown,0,0,0,6.25e-2,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Merchant's Scale,none,0,0,0,3.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Mess Kit,none,0,0,0,1.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Midnight Tears,none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,1,0,0,0,0,0,,
Mighty Servant of Leuk-o,artifact,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,knock
Military Saddle,none,0,0,0,30.0,,TAH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Mind Flayer Skull,unknown (magic),0,0,0,0.0,,OTH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Mind Lash,rare,1,0,0,3.0,,M,,,,0,,0,0,,"F,R",1D4,S,1D4,0,0,0,,0,0,0,0,0,0,0,0,,
Miner's Pick,none,0,0,0,10.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Mirror of Life Trapping,very rare,0,0,0,50.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Mirror of the Past,rare,0,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Mizzium Apparatus,uncommon,1,0,0,8.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Mizzium Mortar,rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,4,dawn,
Molten Bronze Skin (Breastplate),rare,1,0,0,20.0,breastplate|phb,MA,,,fire,0,,0,0,,,0,,0,0,0,0,14,0,0,0,0,0,0,0,0,,
Molten Bronze Skin (Half Plate),rare,1,0,0,40.0,half plate armor|phb,MA,,,fire,0,,0,0,,,0,,0,0,0,0,15,0,0,0,0,0,0,0,0,,
Molten Bronze Skin (Plate),rare,1,0,0,65.0,plate armor|phb,HA,,,fire,0,,0,0,,,0,,0,0,0,0,18,15,0,0,0,0,0,0,0,,
Monster Hunter's Pack,none,0,0,0,48.5,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Moodmark Paint,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Moonblade,legendary,1,0,1,3.0,longsword|phb,M,,,,0,,0,1,martial,V,1D8,S,1D8,0,0,0,,0,0,0,0,0,0,0,0,,
Moonstone,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Moorbounder,none,0,0,0,0.0,,MNT,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Moss Agate,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Mule,none,0,0,0,0.0,,MNT,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Mummy Rot Antidote,uncommon,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Muroosa Balm,none,0,0,0,0.0,,G,,,fire,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Mystery Key,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Nature's Mantle,uncommon,1,0,0,2.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Navigation Orb,very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Navigator's Tools,none,0,0,0,2.0,,T,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Necklace of Adaptation,uncommon,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Necklace of electrum medallions with red and blue tournalines (Brazen Coalition),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Necklace of Fireballs,rare,0,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,fireball
Necklace of jade and pink pearls (River Heralds),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Necklace of Prayer Beads,rare,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"bless,cure wounds,lesser restoration,greater restoration,branding smite,planar ally,wind walk"
Necklace string of small pink pearls,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Necrotic Absorbing Tattoo,very rare,1,0,0,0.0,,,,,necrotic,0,,0,0,,,0,,0,0,0,0,,0,0,0,1,0,0,0,0,,
Needle of Mending,rare,1,0,0,1.0,dagger|PHB,M,,,,0,20/60,1,1,simple,"F,L,T",1D4,P,1D4,0,0,0,,0,0,0,0,0,0,0,0,,mending
Nepenthe,legendary,1,0,1,3.0,longsword|PHB,M,,,,0,,1,3,martial,V,1D8,S,1D8,0,0,0,,0,0,0,0,0,0,0,0,,
Nether Scroll of Azumar,legendary,0,0,0,0.0,,SC,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Nib,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Night Caller,uncommon,0,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,animate dead
Nightfall Pearl,legendary,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Nimblewright Detector,unknown,0,0,0,0.0,,OTH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Nolzur's Marvelous Pigments,very rare,0,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Oathbow,very rare,1,0,0,2.0,longbow|phb,R,,,,0,150/600,0,0,martial,"A,H,2H",1D8,P,1D8,0,0,0,,0,0,0,0,0,0,0,0,,
Obsidian,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Obsidian Flint Dragon Plate,legendary,0,0,0,65.0,plate armor|phb,HA,,,,0,,0,0,,,0,,0,0,0,2,18,15,1,0,0,0,0,0,0,,
Obsidian statuette with gold fittings and inlay,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Obviator's Lenses,varies,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Occultant Abacus,varies,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,augury
Oil (flask),none,0,0,0,1.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Oil of Etherealness,rare,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,etherealness
Oil of Sharpness,very rare,0,0,0,0.0,,P,,,,0,,0,3,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Oil of Slipperiness,uncommon,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,freedom of movement
Oil of Taggit,none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,1,0,0,0,0,0,,
Old masterpiece painting,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Olisuba Leaf,none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Onyx,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Opal,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Opal of the Ild Rune,rare,1,0,0,0.0,,,,,cold,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Opal of the Ild Rune,rare,1,0,0,0.0,,MR,,,cold,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Orb of Direction,common,0,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Orb of Dragonkind,artifact,1,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,7,dawn,"detect magic,cure wounds,daylight,death ward,scrying"
Orb of Gonging,common,0,0,0,5.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Orb of the Stein Rune,rare,1,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,meld into stone
Orb of the Stein Rune,rare,1,0,0,0.0,,MR,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Orb of the Veil,very rare,1,1,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Orb of Time,common,0,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Orc Stone,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Orcsplitter,legendary,1,0,1,7.0,greataxe|phb,M,,,,0,,0,2,martial,"H,2H",1D12,S,1D12,0,0,0,,0,0,0,0,0,0,0,0,,
Orcus Figurine,unknown (magic),0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Order of the Silver Dragon +2 Shield,rare,0,0,0,6.0,,S,,,,0,,0,0,,,0,,0,0,0,2,2,0,0,0,0,0,0,0,0,,
Orrery of the Wanderer,artifact,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,1,,0,0,0,0,0,0,0,7,dawn,"contact other plane,demiplane,gate,plane shift,teleportation circle"
Orzhov Guild Signet,uncommon,1,0,0,0.0,,RG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,command
Orzhov Keyrune,rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Outer Essence Shard,rare,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Outer Essence Shard (Chaotic),rare,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Outer Essence Shard (Evil),rare,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Outer Essence Shard (Good),rare,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Outer Essence Shard (Lawful),rare,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Oversized Longbow,unknown,0,0,0,2.0,,R,,,,0,150/600,0,0,martial,"A,H,2H",2D6,P,2D6,0,0,0,,0,0,0,0,0,0,0,0,,
Ox,none,0,0,0,0.0,,TG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pack Saddle,none,0,0,0,15.0,,TAH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Painted gold child's sarcophagus,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Painted gold war mask,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Painter's Supplies,none,0,0,0,5.0,,AT,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pair of engraved bone dice,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pair of engraved bone dice (Brazen Coalition),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pale Tincture,none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,1,0,0,0,0,0,,
Pan Flute,none,0,0,0,2.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Paper (one sheet),none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Paper Bird,uncommon,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Parchment (one sheet),none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pariah's Shield,rare,1,0,0,6.0,,S,,,,0,,0,0,,,0,,0,0,0,1,2,0,0,0,0,0,0,0,0,,
Pathfinder's Greataxe,unknown (magic),0,0,0,7.0,greataxe|phb,M,,,,0,,0,1,martial,"H,2H",1D12,S,1D12,0,0,0,,0,0,0,0,0,0,0,0,,
Pearl,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pearl of Power,uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pearl of Undead Detection,unknown (magic),0,0,0,0.0,,OTH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pennant of the Vind Rune,very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,"levitate,feather fall"
Pennant of the Vind Rune,rare,1,0,0,0.0,,MR,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pepper,none,0,0,0,1.0,,TG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Peregrine Mask,very rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Perfume (vial),none,0,0,0,0.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Perfume of Bewitching,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Periapt of Health,uncommon,0,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Periapt of Proof against Poison,rare,0,0,0,1.0,,,,poison,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Periapt of Wound Closure,uncommon,1,0,0,1.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Peridot,none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Petrified Grung Egg,unknown (magic),1,0,0,0.0,,OTH,,,poison,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pewter mug with green spinels (Brazen Coalition),none,0,0,0,0.0,,$,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Philter of Love,uncommon,0,0,0,0.0,,P,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Piercer,rare,1,0,0,2.0,shortsword|phb,M,,,,0,,0,1,martial,"F,L",1D6,P,1D6,0,0,0,,0,0,0,0,0,0,0,0,,
Pig,none,0,0,0,0.0,,TG,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pipe of Remembrance,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pipe of Smoke Monsters,common,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pipes of Haunting,uncommon,0,0,0,2.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,
Pipes of the Sewers,uncommon,1,0,0,2.0,,INS,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,
Pitcher,none,0,0,0,4.0,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Piton,none,0,0,0,0.25,,G,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Piwafwi (Cloak of Elvenkind),uncommon,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Piwafwi of Fire Resistance,rare,1,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Pixie Dust,unknown (magic),0,0,0,0.0,,OTH,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,
Planar Key,rare,0,0,0,0.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,plane shift
Planecaller's Codex,rare,1,0,0,3.0,,,,,,0,,0,0,,,0,,0,0,0,0,,0,0,0,0,0,0,0,3,dawn,"banishment,find familiar,gate,magic circle,planar binding,summon elemental|tce"
Plate Armor of Etherealness,legendary,1,0,0,65.0,plate armor|phb,HA,,,,0,,0,0,,,0,,0,0,0,0,18,15,1,0,0,0,0,0,0,,etherealness
